activity_id,account_id,contact_id,activity_type,outcome,activity_ts,owner_role
ACT000342,A00781,CT000251,Email,Follow-up Needed,2024-11-21T05:46:35,AM
ACT000343,A00165,CT001175,Email,Follow-up Needed,2024-11-16T19:48:12,SDR
ACT000344,A00933,CT000530,Meeting,Connected,2024-06-08T03:40:55,CSM
ACT000345,A00494,CT000102,Email,Left VM,2025-07-23T03:15:51,AM
ACT000346,A00643,CT000941,Email,No Answer,2024-10-17T19:54:01,AE
ACT000347,A00002,CT000202,Email,Connected,2025-10-25T21:56:17,CSM
ACT000348,A00612,CT001396,Task,Connected,2024-12-04T10:05:35,AM
ACT000349,A00334,CT000941,Email,Replied,2024-04-19T01:51:35,AM
ACT000350,A00668,CT001776,Email,Connected,2025-09-12T05:44:30,CSM
ACT000351,A01069,CT000423,Meeting,Left VM,2024-01-10T06:45:26,SDR
ACT000352,A00157,CT000504,Email,Left VM,2025-03-26T22:48:26,AE
ACT000353,A00903,CT001823,Task,Replied,2025-09-07T22:38:38,AM
ACT000354,A00359,CT001521,Call,Follow-up Needed,2024-12-04T17:20:16,AM
ACT000355,A01090,CT001111,Task,Replied,2024-05-20T04:46:59,CSM
ACT000356,A01132,CT001363,Task,Replied,2024-12-24T16:01:09,AE
ACT000357,A01169,CT001463,Call,Connected,2025-10-10T12:48:39,SDR
ACT000358,A00811,CT000952,Task,Booked Meeting,2025-01-28T08:05:01,AM
ACT000359,A00538,CT001677,Meeting,Booked Meeting,2025-11-21T16:49:16,AE
ACT000360,A00783,CT000537,Email,Replied,2026-01-02T07:34:56,AE
ACT000361,A01123,CT001571,Email,Follow-up Needed,2024-07-07T01:08:59,SDR
ACT000362,A00847,CT000987,Email,Replied,2024-01-15T16:49:30,CSM
ACT000363,A00756,CT001961,Call,Follow-up Needed,2025-11-01T06:34:51,CSM
ACT000364,A00765,CT000155,Email,Booked Meeting,2025-06-29T01:56:30,AE
ACT000365,A00173,CT000905,Task,No Answer,2026-02-24T23:22:05,SDR
ACT000366,A00585,CT002155,Email,Booked Meeting,2024-10-24T16:26:28,AM
ACT000367,A00760,CT000131,Meeting,Connected,2025-01-21T17:16:16,CSM
ACT000368,A00283,CT002073,Meeting,Left VM,2025-11-24T04:03:27,AE
ACT000369,A00938,CT001932,Call,No Answer,2026-02-10T23:28:28,AE
ACT000370,A00824,CT000345,Task,Connected,2025-01-20T15:33:26,CSM
ACT000371,A01011,CT001529,Meeting,Booked Meeting,2024-01-15T00:22:28,AM
ACT000372,A00499,CT000379,Meeting,Replied,2024-03-27T10:46:40,AM
ACT000373,A00030,CT001537,Meeting,No Answer,2025-07-28T03:06:40,AM
ACT000374,A01151,CT000182,Call,Follow-up Needed,2024-11-01T12:01:07,AE
ACT000375,A00909,CT001564,Email,No Answer,2025-02-25T04:41:11,AE
ACT000376,A00756,CT000634,Email,No Answer,2025-01-18T10:47:40,SDR
ACT000377,A00769,CT001033,Task,Left VM,2024-08-01T13:25:25,CSM
ACT000378,A00902,CT000989,Task,Left VM,2025-01-16T10:34:56,CSM
ACT000379,A00806,CT000646,Meeting,Follow-up Needed,2026-02-09T07:50:53,SDR
ACT000380,A00974,CT001922,Call,Booked Meeting,2026-02-11T02:14:26,AE
ACT000381,A00367,CT000681,Call,Replied,2024-08-24T14:37:16,AM
ACT000382,A00704,CT001621,Call,Replied,2025-05-22T12:35:12,AM
ACT000383,A00760,CT001117,Task,Replied,2026-01-18T16:18:25,CSM
ACT000384,A00979,CT001904,Email,Left VM,2024-04-28T05:04:55,CSM
ACT000385,A00495,CT000808,Meeting,Booked Meeting,2025-04-21T04:35:24,AE
ACT000386,A00029,CT001637,Email,No Answer,2025-06-15T17:08:35,SDR
ACT000387,A00966,CT000319,Task,Left VM,2024-05-03T18:10:12,CSM
ACT000388,A00007,CT000458,Meeting,Connected,2025-07-24T23:53:44,AM
ACT000389,A00220,CT000250,Call,Booked Meeting,2024-03-14T14:44:58,CSM
ACT000390,A00697,CT000544,Task,Follow-up Needed,2024-08-29T22:46:16,CSM
ACT000391,A00097,CT001617,Call,Booked Meeting,2024-06-16T12:44:52,CSM
ACT000392,A00248,CT000323,Task,Replied,2024-04-02T18:56:21,AM
ACT000393,A01199,CT001706,Call,Follow-up Needed,2025-10-02T17:03:58,SDR
ACT000394,A00430,CT001858,Meeting,Follow-up Needed,2024-02-06T19:25:10,CSM
ACT000395,A00597,CT001992,Call,Connected,2025-09-08T21:47:27,CSM
ACT000396,A01035,CT000612,Call,Follow-up Needed,2025-03-26T10:00:22,CSM
ACT000397,A01144,CT001730,Call,Connected,2024-10-01T21:28:36,SDR
ACT000398,A00120,CT000549,Meeting,Follow-up Needed,2024-07-12T09:42:11,SDR
ACT000399,A00444,CT000209,Task,Connected,2025-04-19T12:22:54,CSM
ACT000400,A00810,CT002077,Task,Follow-up Needed,2025-07-23T12:00:17,AM
ACT000401,A01023,CT002018,Task,No Answer,2024-06-07T05:04:06,CSM
ACT000402,A00475,CT000139,Email,No Answer,2024-05-24T22:37:44,CSM
ACT000403,A00847,CT001654,Email,Follow-up Needed,2024-03-09T06:01:17,AM
ACT000404,A00486,CT000094,Meeting,Replied,2024-09-04T00:12:25,AM
ACT000405,A00715,CT000493,Meeting,No Answer,2025-02-28T20:22:59,AE
ACT000406,A00410,CT000372,Email,Booked Meeting,2024-11-11T21:01:52,SDR
ACT000407,A00143,CT000823,Task,Connected,2024-07-02T09:25:27,CSM
ACT000408,A01068,CT000458,Meeting,Booked Meeting,2025-05-10T16:07:46,SDR
ACT000409,A00356,CT000331,Email,Replied,2024-01-29T02:46:36,AE
ACT000410,A01158,CT000760,Meeting,Left VM,2024-11-11T12:50:15,SDR
ACT000411,A01123,CT001286,Task,Connected,2024-03-28T12:42:42,CSM
ACT000412,A00788,CT000885,Task,Connected,2025-03-17T03:05:24,AM
ACT000413,A00752,CT001050,Email,Replied,2024-02-07T00:27:08,SDR
ACT000414,A01092,CT000006,Call,Replied,2025-09-24T12:29:53,AM
ACT000415,A00308,CT001178,Call,Connected,2025-05-27T10:54:14,SDR
ACT000416,A00425,CT001346,Email,No Answer,2025-12-05T09:39:18,CSM
ACT000417,A00501,CT001838,Task,Follow-up Needed,2024-05-03T05:10:35,SDR
ACT000418,A00218,CT001771,Meeting,Booked Meeting,2025-02-24T13:03:55,CSM
ACT000419,A00823,CT001377,Email,Follow-up Needed,2024-10-30T15:31:03,CSM
ACT000420,A00025,CT000696,Meeting,Connected,2024-12-03T19:24:53,CSM
ACT000421,A00780,CT002025,Email,Left VM,2026-01-09T04:24:35,CSM
ACT000422,A00687,CT001008,Meeting,Booked Meeting,2024-09-09T23:33:31,CSM
ACT000423,A00322,CT001317,Meeting,Follow-up Needed,2025-06-20T06:16:05,CSM
ACT000424,A00856,CT000057,Meeting,Booked Meeting,2024-06-26T02:27:54,SDR
ACT000425,A00111,CT001562,Call,Booked Meeting,2024-10-31T16:17:34,AE
ACT000426,A01043,CT001464,Email,Connected,2025-05-28T23:25:06,AM
ACT000427,A00930,CT001417,Task,Connected,2026-02-17T10:44:51,AE
ACT000428,A00146,CT002025,Email,No Answer,2025-12-25T00:32:41,AE
ACT000429,A00809,CT000292,Call,Left VM,2024-07-08T09:23:56,AE
ACT000430,A01184,CT001816,Task,No Answer,2025-09-19T08:16:52,CSM
ACT000431,A01155,CT000656,Call,No Answer,2024-05-31T12:31:02,AM
ACT000432,A00915,CT001638,Email,No Answer,2025-12-07T21:26:49,CSM
ACT000433,A00669,CT002024,Meeting,Replied,2024-04-12T15:47:13,CSM
ACT000434,A00645,CT001614,Task,Booked Meeting,2025-12-21T12:28:38,SDR
ACT000435,A00286,CT000733,Task,Left VM,2024-09-19T11:26:45,AE
ACT000436,A00386,CT001392,Call,Connected,2024-08-21T08:54:11,AE
ACT000437,A00422,CT000614,Call,Follow-up Needed,2024-12-04T04:49:02,AM
ACT000438,A00812,CT001084,Email,Replied,2025-10-25T09:36:23,AM
ACT000439,A00096,CT001114,Email,Connected,2025-06-24T05:29:49,SDR
ACT000440,A00354,CT001296,Email,No Answer,2024-04-02T05:27:51,AE
ACT000441,A00941,CT001721,Email,Replied,2024-03-18T04:03:32,AE
ACT000442,A00835,CT000685,Task,Connected,2025-06-15T10:16:40,AM
ACT000443,A00819,CT000340,Email,Left VM,2026-01-22T04:51:29,AM
ACT000444,A00685,CT001426,Email,Follow-up Needed,2025-05-26T12:13:18,AE
ACT000445,A00408,CT001725,Task,Replied,2025-05-08T09:46:51,SDR
ACT000446,A00619,CT000075,Task,Follow-up Needed,2024-10-05T18:52:47,CSM
ACT000447,A00143,CT001038,Meeting,Replied,2025-12-21T03:18:25,AE
ACT000448,A01156,CT001810,Meeting,Follow-up Needed,2025-06-11T21:43:35,AE
ACT000449,A00712,CT001126,Task,No Answer,2024-01-11T14:45:33,SDR
ACT000450,A00576,CT000877,Email,Connected,2025-02-28T15:35:38,AM
ACT000451,A00170,CT000677,Email,Follow-up Needed,2025-06-24T10:27:12,AE
ACT000452,A00319,CT001827,Email,Booked Meeting,2024-10-27T20:04:45,AE
ACT000453,A00314,CT001402,Task,Follow-up Needed,2025-06-12T09:06:06,AM
ACT000454,A00936,CT001351,Task,Connected,2025-01-03T16:39:02,CSM
ACT000455,A00909,CT000194,Call,Connected,2026-01-28T09:37:53,SDR
ACT000456,A00511,CT000078,Call,Left VM,2024-08-13T12:29:27,SDR
ACT000457,A00635,CT000008,Email,Booked Meeting,2026-02-08T15:22:45,CSM
ACT000458,A00441,CT001840,Task,Left VM,2024-09-11T00:14:57,AM
ACT000459,A00887,CT001125,Email,No Answer,2026-01-04T13:21:48,CSM
ACT000460,A00889,CT001925,Email,Left VM,2025-12-28T23:17:36,SDR
ACT000461,A01114,CT000511,Call,Booked Meeting,2024-11-23T13:42:46,SDR
ACT000462,A00834,CT001895,Email,Replied,2024-02-19T20:22:06,AE
ACT000463,A00004,CT001104,Email,Left VM,2024-04-12T01:34:52,SDR
ACT000464,A00025,CT000827,Call,Booked Meeting,2026-01-15T13:36:59,SDR
ACT000465,A00372,CT002047,Task,Replied,2024-07-24T10:40:09,AE
ACT000466,A00965,CT001583,Email,Follow-up Needed,2025-07-19T20:46:29,AM
ACT000467,A00282,CT001961,Email,Follow-up Needed,2025-07-30T22:40:42,AM
ACT000468,A00932,CT000556,Email,Follow-up Needed,2024-01-27T18:28:06,SDR
ACT000469,A00296,CT001333,Task,Left VM,2025-03-07T19:56:42,AM
ACT000470,A00412,CT000504,Email,Left VM,2024-02-26T04:35:57,AM
ACT000471,A00057,CT000560,Task,Left VM,2024-10-23T03:45:30,AE
ACT000472,A00302,CT001012,Call,Follow-up Needed,2025-03-30T09:00:57,SDR
ACT000473,A00369,CT000266,Call,Connected,2025-02-01T21:50:12,SDR
ACT000474,A00457,CT000134,Task,Replied,2026-01-29T15:45:55,SDR
ACT000475,A00990,CT001123,Task,Replied,2024-04-24T03:01:03,AM
ACT000476,A00735,CT000624,Meeting,No Answer,2024-02-18T06:33:50,AE
ACT000477,A00737,CT000264,Meeting,Booked Meeting,2025-06-29T09:54:54,SDR
ACT000478,A01152,CT000408,Email,Follow-up Needed,2024-07-08T14:02:59,CSM
ACT000479,A00235,CT000795,Task,Booked Meeting,2026-02-19T14:51:59,AE
ACT000480,A01063,CT002127,Task,Follow-up Needed,2024-09-18T11:22:20,CSM
ACT000481,A00360,CT000495,Meeting,Connected,2024-08-14T11:07:23,AM
ACT000482,A00434,CT001817,Meeting,Left VM,2025-08-11T16:37:15,AM
ACT000483,A00145,CT000441,Task,No Answer,2024-10-21T23:08:55,CSM
ACT000484,A01061,CT000157,Task,Connected,2025-07-04T06:49:39,CSM
ACT000485,A00310,CT001055,Email,Left VM,2024-09-28T17:53:09,AE
ACT000486,A00667,CT001675,Task,Left VM,2024-04-03T02:48:34,AE
ACT000487,A00278,CT001369,Task,Follow-up Needed,2026-02-09T00:38:34,AM
ACT000488,A00371,CT000498,Email,Replied,2026-01-06T17:12:13,CSM
ACT000489,A00898,CT000060,Meeting,Connected,2025-06-27T01:03:17,AE
ACT000490,A00812,CT001715,Meeting,Connected,2025-10-15T10:23:46,AE
ACT000491,A00191,CT000352,Meeting,Follow-up Needed,2025-02-27T10:29:57,SDR
ACT000492,A00047,CT001367,Call,Connected,2024-05-11T18:20:34,AE
ACT000493,A00931,CT001372,Email,Connected,2024-02-08T13:40:08,SDR
ACT000494,A00290,CT001892,Email,No Answer,2024-02-13T15:14:10,SDR
ACT000495,A00957,CT001511,Meeting,Replied,2024-06-17T04:56:36,AM
ACT000496,A00003,CT001546,Meeting,Booked Meeting,2024-02-06T13:03:15,AE
ACT000497,A00908,CT000958,Call,Replied,2025-07-17T00:38:51,CSM
ACT000498,A00544,CT000669,Call,Replied,2024-06-07T22:38:16,CSM
ACT000499,A00762,CT001332,Meeting,Connected,2025-07-31T13:16:37,SDR
ACT000500,A00120,CT000056,Meeting,Replied,2024-07-26T21:11:35,CSM
ACT000501,A00658,CT000993,Call,Follow-up Needed,2024-11-11T13:55:04,SDR
ACT000502,A00277,CT000025,Email,Replied,2025-04-06T08:37:42,AM
ACT000503,A01155,CT001513,Meeting,No Answer,2025-11-13T00:24:17,AM
ACT000504,A00049,CT000422,Task,No Answer,2024-09-19T15:33:15,CSM
ACT000505,A00694,CT000954,Meeting,Follow-up Needed,2025-02-08T10:08:32,AM
ACT000506,A00737,CT001859,Call,No Answer,2024-04-05T06:16:58,CSM
ACT000507,A00688,CT001987,Call,Follow-up Needed,2026-01-25T00:09:02,CSM
ACT000508,A01162,CT001442,Task,Connected,2024-12-01T10:04:54,AM
ACT000509,A00262,CT001096,Task,Connected,2025-10-14T05:55:35,AM
ACT000510,A00823,CT000618,Meeting,Left VM,2024-06-01T10:06:31,AE
ACT000511,A00463,CT000259,Meeting,Replied,2025-09-22T14:11:09,SDR
ACT000512,A00927,CT000132,Task,Connected,2025-01-14T13:59:54,CSM
ACT000513,A00738,CT000770,Meeting,Follow-up Needed,2024-11-17T11:12:38,SDR
ACT000514,A00099,CT001057,Meeting,Booked Meeting,2025-02-25T02:22:36,AM
ACT000515,A00374,CT000252,Meeting,No Answer,2025-03-09T13:13:32,AM
ACT000516,A00316,CT000511,Email,Left VM,2025-03-24T07:33:16,SDR
ACT000517,A00897,CT000976,Email,No Answer,2025-08-31T06:55:27,AE
ACT000518,A01035,CT001102,Email,Replied,2024-11-25T14:11:29,AM
ACT000519,A00533,CT001057,Meeting,No Answer,2024-11-30T13:21:35,AM
ACT000520,A00595,CT001623,Email,Connected,2026-02-10T17:45:33,CSM
ACT000521,A00671,CT001099,Email,Follow-up Needed,2024-04-21T15:56:08,AM
ACT000522,A00692,CT000445,Meeting,Follow-up Needed,2026-02-11T23:32:57,AM
ACT000523,A00351,CT001644,Call,No Answer,2025-04-22T13:08:47,AE
ACT000524,A00521,CT001672,Email,Follow-up Needed,2025-11-05T20:17:29,CSM
ACT000525,A01122,CT000206,Task,Connected,2024-01-18T05:00:11,CSM
ACT000526,A00761,CT001222,Meeting,Replied,2025-01-19T05:45:26,AM
ACT000527,A01097,CT001840,Email,Connected,2024-03-16T12:05:22,CSM
ACT000528,A00178,CT000980,Call,Follow-up Needed,2024-01-14T10:29:50,CSM
ACT000529,A00520,CT000991,Email,Connected,2024-06-09T23:37:44,AM
ACT000530,A00430,CT002107,Meeting,Follow-up Needed,2025-06-19T07:35:56,AE
ACT000531,A00276,CT000571,Email,Connected,2024-07-27T03:15:51,CSM
ACT000532,A00731,CT000043,Task,No Answer,2025-08-19T09:37:15,AM
ACT000533,A01155,CT001407,Email,Follow-up Needed,2024-05-05T02:49:59,AM
ACT000534,A00432,CT000842,Task,Follow-up Needed,2026-02-11T05:31:04,CSM
ACT000535,A00950,CT000675,Email,Left VM,2024-12-26T02:02:51,AE
ACT000536,A00607,CT000512,Task,Replied,2024-08-01T17:41:07,AE
ACT000537,A00767,CT000666,Call,No Answer,2025-04-14T16:02:39,CSM
ACT000538,A00473,CT002170,Meeting,Follow-up Needed,2024-02-16T15:09:47,SDR
ACT000539,A01062,CT001490,Email,Replied,2025-07-12T00:13:09,AM
ACT000540,A00596,CT000979,Meeting,Booked Meeting,2024-05-21T14:58:41,CSM
ACT000541,A00816,CT002056,Email,No Answer,2024-11-22T18:58:21,SDR
ACT000542,A00206,CT001282,Task,Replied,2024-08-30T19:20:14,SDR
ACT000543,A00832,CT001030,Call,Follow-up Needed,2025-10-26T01:20:27,AM
ACT000544,A00070,CT001227,Email,Replied,2025-06-22T06:05:59,SDR
ACT000545,A00480,CT001441,Call,Connected,2024-05-19T11:03:20,AE
ACT000546,A01062,CT001859,Task,Replied,2025-07-17T08:40:27,SDR
ACT000547,A00544,CT001616,Call,Connected,2026-02-10T19:32:02,SDR
ACT000548,A00628,CT001914,Meeting,Connected,2025-03-02T14:55:53,CSM
ACT000549,A00576,CT001883,Call,Follow-up Needed,2025-02-10T15:49:43,CSM
ACT000550,A00630,CT002139,Email,Booked Meeting,2025-12-26T13:29:47,AE
ACT000551,A00191,CT001211,Call,Booked Meeting,2024-02-19T19:13:33,AE
ACT000552,A00342,CT001092,Task,Replied,2024-11-25T12:38:48,CSM
ACT000553,A00347,CT002080,Call,Follow-up Needed,2025-11-14T11:32:46,CSM
ACT000554,A00387,CT001848,Task,No Answer,2024-09-24T13:19:36,AE
ACT000555,A00199,CT001484,Call,Follow-up Needed,2025-08-19T19:48:17,AM
ACT000556,A00900,CT000392,Email,Booked Meeting,2024-11-17T05:17:11,AE
ACT000557,A00921,CT001466,Task,Replied,2025-05-04T16:20:47,CSM
ACT000558,A00918,CT001738,Meeting,Follow-up Needed,2024-09-23T19:29:26,AE
ACT000559,A00327,CT001211,Task,No Answer,2025-08-17T05:21:08,SDR
ACT000560,A00130,CT000049,Call,Follow-up Needed,2025-06-10T01:11:18,AE
ACT000561,A00768,CT000828,Email,Replied,2025-11-15T03:12:00,CSM
ACT000562,A00182,CT000171,Call,No Answer,2024-09-13T13:05:29,AE
ACT000563,A00625,CT001278,Email,Replied,2025-01-29T14:58:44,AE
ACT000564,A00624,CT000410,Task,No Answer,2025-10-03T15:03:18,SDR
ACT000565,A00491,CT000123,Call,No Answer,2024-07-28T01:50:27,AE
ACT000566,A00256,CT001271,Task,Replied,2025-04-30T01:55:50,SDR
ACT000567,A01168,CT001350,Task,Follow-up Needed,2024-03-10T17:34:36,AM
ACT000568,A00468,CT000940,Task,Replied,2026-01-14T11:05:10,CSM
ACT000569,A00753,CT000051,Call,Booked Meeting,2025-11-23T22:12:49,CSM
ACT000570,A00532,CT001294,Email,Left VM,2026-02-26T02:51:15,AM
ACT000571,A01107,CT000663,Meeting,Booked Meeting,2024-04-05T10:09:32,SDR
ACT000572,A00524,CT001044,Email,Connected,2025-04-02T05:01:23,SDR
ACT000573,A00321,CT002129,Email,Left VM,2025-06-25T00:11:20,CSM
ACT000574,A00471,CT001149,Task,Left VM,2025-07-10T10:21:29,AE
ACT000575,A00508,CT001139,Call,Replied,2025-10-26T09:51:47,CSM
ACT000576,A01015,CT000042,Call,Replied,2024-04-25T12:16:41,SDR
ACT000577,A00198,CT000481,Task,No Answer,2024-11-15T13:53:35,SDR
ACT000578,A00958,CT001934,Call,Booked Meeting,2024-03-14T13:46:11,AE
ACT000579,A01115,CT000724,Email,Left VM,2025-05-22T13:57:14,CSM
ACT000580,A00067,CT001640,Email,Replied,2025-04-05T02:04:18,CSM
ACT000581,A00885,CT001916,Email,Booked Meeting,2024-03-27T08:42:39,AM
ACT000582,A00431,CT001394,Call,Left VM,2024-06-25T15:51:33,AE
ACT000583,A00118,CT000702,Call,Replied,2025-02-01T08:20:45,AM
ACT000584,A00974,CT000068,Email,Replied,2024-02-20T12:10:59,SDR
ACT000585,A00059,CT000069,Email,Left VM,2025-03-03T22:19:53,AM
ACT000586,A00505,CT001269,Meeting,Connected,2024-08-17T21:21:30,CSM
ACT000587,A01154,CT000448,Task,Follow-up Needed,2024-04-17T14:27:36,AE
ACT000588,A00066,CT001451,Email,Left VM,2025-10-29T01:27:31,AE
ACT000589,A00751,CT000471,Call,No Answer,2025-05-05T00:30:29,AE
ACT000590,A01006,CT001211,Task,Booked Meeting,2024-11-09T08:00:35,CSM
ACT000591,A01012,CT001499,Meeting,No Answer,2025-08-12T11:05:27,AM
ACT000592,A00452,CT001924,Email,Follow-up Needed,2024-12-08T00:43:42,CSM
ACT000593,A00934,CT002036,Email,Booked Meeting,2024-11-14T04:35:40,CSM
ACT000594,A00665,CT000556,Email,Follow-up Needed,2024-10-29T16:52:45,AM
ACT000595,A00287,CT001193,Email,Booked Meeting,2024-12-18T06:52:35,SDR
ACT000596,A00312,CT000877,Email,Replied,2026-01-19T18:22:16,AM
ACT000597,A00064,CT001383,Task,Connected,2024-12-04T15:24:37,AE
ACT000598,A01105,CT002152,Call,Follow-up Needed,2025-09-25T10:32:57,AM
ACT000599,A00215,CT002190,Call,Connected,2025-07-19T21:13:06,AE
ACT000600,A01072,CT001693,Email,Replied,2025-02-27T19:03:44,AE
ACT000601,A00960,CT000841,Call,No Answer,2025-10-22T17:17:22,AE
ACT000602,A01145,CT000936,Meeting,Replied,2024-08-03T12:36:58,AE
ACT000603,A01097,CT000881,Meeting,Booked Meeting,2025-04-16T21:20:38,AM
ACT000604,A00893,CT002132,Email,Booked Meeting,2024-03-03T18:56:28,CSM
ACT000605,A00714,CT000847,Task,Replied,2025-10-22T18:47:11,SDR
ACT000606,A01190,CT001800,Task,Left VM,2025-08-12T08:28:16,AE
ACT000607,A00420,CT000587,Task,Left VM,2025-10-20T01:51:06,SDR
ACT000608,A00613,CT001465,Email,Replied,2024-12-27T02:56:50,SDR
ACT000609,A00134,CT001236,Call,Left VM,2024-03-10T18:21:43,AM
ACT000610,A00274,CT001016,Email,Booked Meeting,2026-02-27T13:41:30,AM
ACT000611,A01045,CT002100,Meeting,No Answer,2024-04-05T19:07:09,AM
ACT000612,A00131,CT001194,Task,Follow-up Needed,2024-11-23T21:30:13,CSM
ACT000613,A00637,CT000264,Email,Connected,2024-07-11T07:57:57,AM
ACT000614,A00620,CT001329,Email,Left VM,2025-05-11T13:14:00,AE
ACT000615,A01057,CT001004,Email,No Answer,2025-09-07T00:29:13,AM
ACT000616,A00569,CT001348,Meeting,Booked Meeting,2024-08-09T07:35:54,CSM
ACT000617,A00536,CT000233,Meeting,Connected,2024-07-04T13:58:09,CSM
ACT000618,A00252,CT000950,Call,No Answer,2024-11-22T17:52:49,SDR
ACT000619,A00302,CT000776,Email,Follow-up Needed,2025-03-11T11:57:23,AE
ACT000620,A00362,CT000541,Task,Left VM,2024-10-22T23:15:57,CSM
ACT000621,A00548,CT001702,Email,Booked Meeting,2025-09-19T01:33:52,CSM
ACT000622,A00210,CT001073,Email,No Answer,2025-12-03T15:06:58,CSM
ACT000623,A00332,CT001547,Call,Booked Meeting,2024-01-23T12:18:57,AM
ACT000624,A00187,CT000251,Email,Follow-up Needed,2024-10-26T08:06:28,SDR
ACT000625,A01016,CT001879,Task,Replied,2024-08-10T06:08:48,CSM
ACT000626,A00359,CT001345,Email,No Answer,2024-04-07T10:34:55,AM
ACT000627,A00300,CT000990,Task,Follow-up Needed,2024-09-16T11:27:58,AM
ACT000628,A00178,CT001525,Task,Booked Meeting,2025-10-04T06:41:33,AM
ACT000629,A00293,CT002187,Email,No Answer,2025-01-24T01:30:02,AM
ACT000630,A01060,CT000304,Email,Follow-up Needed,2024-03-18T14:35:19,AE
ACT000631,A01028,CT001896,Task,Left VM,2025-04-11T19:00:41,AE
ACT000632,A00497,CT000033,Task,Left VM,2024-07-28T07:23:38,AM
ACT000633,A00049,CT000866,Task,No Answer,2025-03-25T06:18:13,AM
ACT000634,A00521,CT000584,Meeting,Follow-up Needed,2024-07-12T05:36:07,SDR
ACT000635,A00831,CT000664,Task,Booked Meeting,2025-01-27T18:41:41,SDR
ACT000636,A00332,CT000608,Call,Booked Meeting,2025-11-09T04:25:00,SDR
ACT000637,A00779,CT001010,Meeting,Left VM,2025-11-05T09:39:58,SDR
ACT000638,A00560,CT002195,Call,Left VM,2025-03-01T22:00:39,CSM
ACT000639,A00082,CT001988,Email,Left VM,2025-03-27T02:51:04,AM
ACT000640,A00193,CT000473,Task,Left VM,2025-10-15T15:53:40,SDR
ACT000641,A01020,CT001732,Call,Follow-up Needed,2025-03-03T18:37:04,AE
ACT000642,A00659,CT002021,Email,Booked Meeting,2024-05-03T09:52:26,SDR
ACT000643,A00906,CT000535,Task,Left VM,2025-11-25T23:53:09,SDR
ACT000644,A00690,CT000398,Meeting,Connected,2025-04-15T10:53:44,SDR
ACT000645,A00187,CT000901,Call,Left VM,2025-01-12T16:20:35,AM
ACT000646,A00227,CT001949,Meeting,Booked Meeting,2025-05-20T08:25:05,CSM
ACT000647,A00605,CT001956,Task,Left VM,2025-08-02T09:01:10,AE
ACT000648,A00149,CT000179,Email,Connected,2026-02-08T23:14:45,AE
ACT000649,A00785,CT000085,Email,Follow-up Needed,2025-12-22T15:12:48,AE
ACT000650,A00554,CT001086,Email,Follow-up Needed,2024-04-04T22:46:33,AM
ACT000651,A00549,CT000516,Email,Connected,2024-11-06T12:50:20,CSM
ACT000652,A01024,CT000145,Email,Connected,2025-08-24T04:49:21,SDR
ACT000653,A01163,CT001431,Task,Replied,2024-05-11T23:17:33,AE
ACT000654,A00050,CT001763,Task,Booked Meeting,2024-04-01T08:13:35,AE
ACT000655,A00983,CT001775,Call,Replied,2025-05-20T13:16:44,AM
ACT000656,A00952,CT001237,Meeting,Connected,2024-04-03T10:24:45,AM
ACT000657,A00168,CT000210,Task,Left VM,2024-04-14T10:16:41,SDR
ACT000658,A00522,CT000790,Call,Connected,2024-03-30T23:20:08,CSM
ACT000659,A00531,CT001343,Task,Replied,2024-07-27T11:44:16,AM
ACT000660,A00195,CT000489,Meeting,Connected,2025-09-03T21:54:25,AE
ACT000661,A00709,CT001208,Email,Connected,2024-12-23T02:45:28,CSM
ACT000662,A01143,CT000444,Call,Connected,2025-05-17T05:27:23,CSM
ACT000663,A00157,CT000764,Email,Connected,2024-05-31T18:50:42,SDR
ACT000664,A01024,CT000530,Meeting,Replied,2024-04-30T14:12:30,AM
ACT000665,A00347,CT000588,Call,No Answer,2026-01-18T21:22:30,SDR
ACT000666,A00475,CT002150,Call,Connected,2025-01-23T14:07:17,AM
ACT000667,A00172,CT000056,Meeting,Replied,2025-09-11T09:29:02,AM
ACT000668,A00179,CT000245,Call,Connected,2025-08-31T14:58:00,CSM
ACT000669,A01043,CT000548,Meeting,Booked Meeting,2025-04-27T19:05:34,SDR
ACT000670,A00328,CT000263,Task,Replied,2025-12-15T06:32:43,SDR
ACT000671,A00629,CT002059,Meeting,Connected,2024-06-23T19:43:27,AE
ACT000672,A00522,CT001920,Call,Follow-up Needed,2025-08-16T15:55:51,CSM
ACT000673,A00943,CT001845,Meeting,No Answer,2025-12-15T05:33:11,AM
